domain,severity,issue_type,fund_id,asset_id,asset_code,field,source_column,csv_column,source_value,csv_value,difference,source_asset_name,csv_asset_name,csv_asset_candidates_for_fund,relation_type,match_method,api_enrichment_status,building_ledger_source,interpretation
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112368,,,,,,,,,KORNER 136,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112369,,,,,,,,,KORNER 136,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112370,,,,,,,,,KORNER 136,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112373,,,,,,,,,송도 센토피아더샵 공동주택 및 근린생활시설 개발사업 PF Refinancing 대출채권,,송도 센토피아더샵 공동주택 및 근린생활시설 개발사업 PF Refinancing,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112375,,,,,,,,,OPUS407,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112376,,,,,,,,,OPUS407,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112377,,,,,,,,,OPUS407,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112378,,,,,,,,,OPUS407,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112380,,,,,,,,,"이지스기회추구2-1호 (330호, OPUS407/舊뉴욕제과빌딩)",,호수빌딩,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112380,,,,,,,,,"이지스기회추구2-2호(353호,OPUS459/舊백암빌딩)",,호수빌딩,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112387,,,,,,,,,충북 청주시 서원구 잠두봉근린공원 공동주택 개발사업 PF 대출채권,,충북 청주시 서원구 잠두봉근린공원 공동주택 개발사업 PF,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112393,,,,,,,,,남산스퀘어,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112394,,,,,,,,,남산스퀘어,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112395,,,,,,,,,남산스퀘어,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112396,,,,,,,,,누디트 홍대,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112397,,,,,,,,,누디트 홍대,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112398,,,,,,,,,누디트 홍대,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112400,,,,,,,,,태평로빌딩,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112421,,,,,,,,,OPUS459(구. 백암빌딩),,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112422,,,,,,,,,OPUS459(구. 백암빌딩),,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112423,,,,,,,,,OPUS459(구. 백암빌딩),,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112424,,,,,,,,,OPUS459(구. 백암빌딩),,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112445,,,,,,,,,맹그로브 신설,,맹그로브 신촌,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112445,,,,,,,,,맹그로브 동대문,,맹그로브 신촌,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112446,,,,,,,,,리빙플랫폼 1호,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112447,,,,,,,,,리빙플랫폼 1호,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112450,,,,,,,,,더강남832PFV의 지분증권 및 대출채권,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112461,,,,,,,,,삼성월드타워아파트,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112471,,,,,,,,,"이지스기회추구2-2호(353호,OPUS459/舊백암빌딩) 공동투자",,호수빌딩,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112475,,,,,,,,,CJ제일제당센터,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112476,,,,,,,,,CJ제일제당센터,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112477,,,,,,,,,CJ제일제당센터,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112479,,,,,,,,,G밸리비즈플라자,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112480,,,,,,,,,G밸리비즈플라자,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112481,,,,,,,,,G밸리비즈플라자,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112487,,,,,,,,,부산 메디컬빌딩,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112493,,,,,,,,,두산타워(재간접),,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112499,,,,,,,,,선릉위워크타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112500,,,,,,,,,선릉위워크타워,,인천석남물류센터 | 평택아디다스물류센터 | 안성홈플러스물류센터,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112510,,,,,,,,,디어스 명동,,이지스333호(디어스 명동),,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112511,,,,,,,,,디어스 명동,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112512,,,,,,,,,디어스 명동,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112527,,,,,,,,,동산물류센터,,에이블로지스물류센터 | 이지스전문투자형사모부동산투자신탁제404호 | 이지스전문투자형사모부동산투자신탁제404호 | 이지스전문투자형사모부동산투자신탁제404호,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112527,,,,,,,,,부국물류센터,,에이블로지스물류센터 | 이지스전문투자형사모부동산투자신탁제404호 | 이지스전문투자형사모부동산투자신탁제404호 | 이지스전문투자형사모부동산투자신탁제404호,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112529,,,,,,,,,동대문구 용두동 오피스텔 PF대출채권,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112530,,,,,,,,,트윈트리타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112531,,,,,,,,,트윈트리타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112535,,,,,,,,,판교아이스퀘어D동,,판교아이스퀘어E동,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112546,,,,,,,,,서울로타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112551,,,,,,,,,티마크호텔명동,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112552,,,,,,,,,티마크호텔명동,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112553,,,,,,,,,티마크호텔명동,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112554,,,,,,,,,티마크호텔명동,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112556,,,,,,,,,네오밸류한남PFV의 제2종 종류주식,,전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112556,,,,,,,,,네오밸류한남PFV의 전환사채,,전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112556,,,,,,,,,네오밸류한남PFV의 제3종 종류주식,,전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112557,,,,,,,,,맹그로브 신설,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112561,,,,,,,,,역삼AP타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112562,,,,,,,,,역삼AP타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112563,,,,,,,,,역삼AP타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112564,,,,,,,,,글로벌 리츠,,Global REITs (수협),,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112569,,,,,,,,,이지스354호 수익증권,,하남데이터센터,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112570,,,,,,,,,이지스354호 수익증권,,하남데이터센터,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112571,,,,,,,,,이지스354호 수익증권,,하남데이터센터,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112572,,,,,,,,,이지스354호 수익증권,,하남데이터센터,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112584,,,,,,,,,에스와이솔라,,케이앤스틸테크놀로지 | 윈즈에너지 | 지티씨솔라13호 | 에스이피브 | 어량리 | 이인메가태양광 | 리에너지 | 소망,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112584,,,,,,,,,에이치엠솔라1,,케이앤스틸테크놀로지 | 윈즈에너지 | 지티씨솔라13호 | 에스이피브 | 어량리 | 이인메가태양광 | 리에너지 | 소망,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112584,,,,,,,,,이에스에이치12,,케이앤스틸테크놀로지 | 윈즈에너지 | 지티씨솔라13호 | 에스이피브 | 어량리 | 이인메가태양광 | 리에너지 | 소망,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112584,,,,,,,,,씨에스에너텍,,케이앤스틸테크놀로지 | 윈즈에너지 | 지티씨솔라13호 | 에스이피브 | 어량리 | 이인메가태양광 | 리에너지 | 소망,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112584,,,,,,,,,솔라팩토리19호,,케이앤스틸테크놀로지 | 윈즈에너지 | 지티씨솔라13호 | 에스이피브 | 어량리 | 이인메가태양광 | 리에너지 | 소망,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112589,,,,,,,,,원그로브(마곡CP4 복합개발사업),,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112590,,,,,,,,,원그로브(마곡CP4 복합개발사업),,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112591,,,,,,,,,원그로브(마곡CP4 복합개발사업),,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112593,,,,,,,,,영보빌딩1,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112593,,,,,,,,,영보빌딩2,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112611,,,,,,,,,구리 수택동 오피스텔 사업부지,,효제동 오피스텔 사업부지 | 울산KTX역 오피스텔 사업부지 | 구리시 수택동 주거용 오피스텔 (투자),,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112630,,,,,,,,,맹그로브 동대문,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112640,,,,,,,,,인천가좌동데이터센터,,Hines Poland Sustainable Income Fund,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112664,,,,,,,,,글로벌 리츠,,Global REITs(삼성OCIO),,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112666,,,,,,,,,웨스트게이트타워 선순위 담보대출,,당산 지식산업센터 개발사업 PF대출 | 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출 | 성수동 오피스 개발사업 선순위 브릿지론,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112666,,,,,,,,,카이트타워 선순위 담보대출,,당산 지식산업센터 개발사업 PF대출 | 여의도 유수홀딩스부지 오피스텔 개발사업 PF대출 | 성수동 오피스 개발사업 선순위 브릿지론,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112680,,,,,,,,,펨코제17호기업구조조정부동산투자회사의 주식,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112681,,,,,,,,,펨코제17호기업구조조정부동산투자회사의 주식,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112683,,,,,,,,,펨코제17호기업구조조정부동산투자회사의 주식,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112690,,,,,,,,,서울시티타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112691,,,,,,,,,서울시티타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112692,,,,,,,,,서울시티타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112694,,,,,,,,,이지스제463호부동산일반사모투자회사,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112695,,,,,,,,,이지스제463호부동산일반사모투자회사,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112696,,,,,,,,,서울시티타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112697,,,,,,,,,이지스제463호부동산일반사모투자회사,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112699,,,,,,,,,페어필드 메리어트 서울,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112700,,,,,,,,,여의도 신한금융투자타워,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112702,,,,,,,,,홈플러스영등포점,,홈플러스센텀시티점 | 홈플러스동수원점,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112702,,,,,,,,,홈플러스금천점,,홈플러스센텀시티점 | 홈플러스동수원점,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112708,,,,,,,,,캐나다 물류중개업체 인수 관련 국내 SPC 대출채권,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112722,,,,,,,,,"국내 상장 리츠, 상장 인프라펀드, 채권형 펀드",,"AA- 이상 채권, 국내 상장 리츠, 공모주, 스팩",,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,112763,,,,,,,,,"AA- 이상 채권, 메자닌, 리츠IPO, 국내 상장 리츠, 공모주, 스팩",,전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채 | 전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채 | 전환사채 | 공모주 | 비상장RCPS | 상장리츠 | AA+ 회사채 | 공모주,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112781,,,,,,,,,채권,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112785,,,,,,,,,종로구 시니어주택 리모델링,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112786,,,,,,,,,종로구 시니어주택 리모델링,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112787,,,,,,,,,종로구 시니어주택 리모델링,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112788,,,,,,,,,종로구 시니어주택 리모델링,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112789,,,,,,,,,종로구 시니어주택 리모델링,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112791,,,,,,,,,리빙플랫폼 1호,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112794,,,,,,,,,남산그린빌딩,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,112797,,,,,,,,,남산그린빌딩,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,120022,,,,,,,,,랜드플랫폼 1-1호,,이지스 468-2호 수익증권,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,review,source_fund_asset_pair_not_exactly_in_csv,120022,,,,,,,,,랜드플랫폼 1-2호,,이지스 468-2호 수익증권,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
fund_asset_link,info,source_fund_asset_pair_not_exactly_in_csv,120026,,,,,,,,,태평로빌딩,,,,,,,"Exact normalized fund-asset pair is missing. This may be a canonical merge/rename, multi-asset split, synthetic asset, or a real omission."
